date,variable,description,universe,usProp,usPropSE,usCount,usCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE,NJProp,NJPropSE,NJCount,NJCountSE,NMProp,NMPropSE,NMCount,NMCountSE,NYProp,NYPropSE,NYCount,NYCountSE,NCProp,NCPropSE,NCCount,NCCountSE,NDProp,NDPropSE,NDCount,NDCountSE,OHProp,OHPropSE,OHCount,OHCountSE,OKProp,OKPropSE,OKCount,OKCountSE,ORProp,ORPropSE,ORCount,ORCountSE,PAProp,PAPropSE,PACount,PACountSE,RIProp,RIPropSE,RICount,RICountSE,SCProp,SCPropSE,SCCount,SCCountSE,SDProp,SDPropSE,SDCount,SDCountSE,TNProp,TNPropSE,TNCount,TNCountSE,TXProp,TXPropSE,TXCount,TXCountSE,UTProp,UTPropSE,UTCount,UTCountSE,VTProp,VTPropSE,VTCount,VTCountSE,VAProp,VAPropSE,VACount,VACountSE,WAProp,WAPropSE,WACount,WACountSE,WVProp,WVPropSE,WVCount,WVCountSE,WIProp,WIPropSE,WICount,WICountSE,WYProp,WYPropSE,WYCount,WYCountSE
Dec 1998,adultInternetUser,Ages 15+: Uses the Internet (Any Location),isAdult,0.346884,0.002237,72903221,506837,0.29918,0.017171,1045586,63719,0.541213,0.020498,238888,10219,0.389607,0.016902,1393428,65224,0.244892,0.015105,485140,31689,0.352507,0.00754,8863011,197877,0.436747,0.017489,1353954,60513,0.372071,0.019923,955086,56517,0.353878,0.01996,208314,12705,0.403941,0.021468,165431,9519,0.33573,0.009192,3981069,116697,0.317314,0.015536,1872221,96054,0.321626,0.020084,289602,19341,0.403455,0.017979,380405,19368,0.343586,0.010453,3149334,102489,0.349471,0.017471,1607040,88598,0.366279,0.0177,810260,44867,0.376453,0.017494,757613,37554,0.287986,0.01634,903833,55428,0.246833,0.016556,832846,58629,0.349446,0.019579,349931,21938,0.426038,0.020766,1710836,90987,0.370389,0.013451,1798145,73452,0.356073,0.011102,2737443,95790,0.439058,0.016965,1600887,71715,0.18471,0.015371,390937,33603,0.375562,0.019552,1561378,90702,0.367307,0.017383,255523,13407,0.37386,0.01816,476318,25488,0.291557,0.017417,400345,24995,0.464537,0.021291,436619,24052,0.36834,0.011974,2347146,83569,0.381933,0.017388,514547,25783,0.312292,0.007918,4436523,120658,0.282732,0.011959,1649638,74169,0.350941,0.017214,172541,9334,0.347629,0.010852,3040986,104602,0.300964,0.015755,769433,43232,0.430105,0.019025,1133469,54515,0.333065,0.010095,3148506,106148,0.371717,0.019814,284550,17428,0.278629,0.018123,833808,56849,0.373659,0.01869,212060,12001,0.323091,0.017579,1404324,85072,0.321145,0.008843,4832976,136234,0.463264,0.019002,714793,33535,0.440249,0.021474,206707,12463,0.379175,0.016499,1996983,96276,0.484338,0.018168,2169095,93348,0.278854,0.01589,411747,26024,0.363027,0.016394,1460813,71679,0.404137,0.017728,151152,7453
Dec 1998,internetAnywhere,Anyone in Household Uses Internet From Any Location,isHouseholder,0.433237,0.002514,45132334,280084,0.371744,0.019232,627667,40879,0.638403,0.021264,142116,7808,0.484957,0.018614,855677,45639,0.320534,0.018175,330274,22626,0.459921,0.008472,5433786,134382,0.524738,0.018576,825325,42282,0.442219,0.022429,554781,37404,0.453417,0.022351,132510,8828,0.502957,0.022076,118229,7363,0.402135,0.010059,2431869,77531,0.405337,0.017512,1196481,66753,0.445665,0.024402,186053,13624,0.51679,0.019819,230277,12672,0.44224,0.011691,1994039,69493,0.437196,0.019617,1021984,61136,0.427041,0.019357,496116,29706,0.472891,0.020186,500276,28348,0.393854,0.018981,630296,38831,0.329136,0.018902,528965,36756,0.434011,0.021108,225439,14684,0.496811,0.021999,1047366,65748,0.441498,0.014488,1062604,46298,0.444485,0.012571,1686744,63324,0.515731,0.01895,961926,50465,0.236378,0.018151,257036,22500,0.4347,0.020969,957491,60727,0.464786,0.019033,164449,9207,0.454706,0.019912,299518,17823,0.373549,0.019642,249309,16546,0.520769,0.022008,236002,14378,0.456947,0.013331,1341875,52644,0.468593,0.019804,305936,17577,0.398442,0.008985,2783723,79575,0.349419,0.013419,1033103,48614,0.430971,0.019495,107020,6409,0.428555,0.012113,1924913,70654,0.384699,0.0181,503377,30225,0.511978,0.020515,672346,38439,0.399322,0.011018,1835005,64193,0.453465,0.021679,170010,10989,0.3539,0.020505,528401,38007,0.462386,0.020752,129928,7989,0.407385,0.019951,908471,57835,0.425879,0.010443,3125887,99495,0.567683,0.020864,384616,21437,0.537626,0.022094,129390,7898,0.467467,0.018367,1256129,67221,0.570823,0.019729,1285982,68143,0.351668,0.018103,264382,16868,0.470898,0.019307,961608,53881,0.515588,0.020006,95625,5334
Dec 1998,internetAtHome,Anyone in Household Uses Internet at Home,isHouseholder,0.263637,0.002232,27464256,239860,0.216033,0.016438,364758,31349,0.4442,0.02188,98884,6438,0.300377,0.017049,529997,35847,0.148364,0.013665,152873,15192,0.308131,0.007849,3640449,110292,0.346691,0.01766,545287,34174,0.316943,0.020876,397617,31420,0.251925,0.019527,73624,6597,0.242288,0.018779,56954,5047,0.280313,0.009179,1695161,64714,0.241593,0.015105,713140,50826,0.301832,0.022537,126006,11240,0.27398,0.017668,122083,9216,0.265082,0.010302,1195243,53587,0.260839,0.017378,609736,47211,0.21757,0.016113,252762,21122,0.258623,0.01735,273600,20998,0.215492,0.015852,344859,28503,0.185257,0.015483,297732,27398,0.260497,0.018748,135311,11345,0.310741,0.020489,655098,52207,0.283684,0.013134,682776,37170,0.253675,0.010913,962653,47499,0.290336,0.017205,541526,38007,0.136248,0.014635,148155,17087,0.242904,0.018009,535032,45308,0.216423,0.015725,76574,6279,0.234602,0.017056,154534,12867,0.267577,0.017923,178582,13937,0.373917,0.021275,169451,12125,0.313476,0.012378,920559,43544,0.25776,0.01717,168287,12907,0.238482,0.00778,1666157,61612,0.201756,0.011188,596518,36726,0.207416,0.015914,51506,4429,0.24587,0.010336,1104357,52602,0.209631,0.015163,274301,22312,0.326536,0.019259,428817,30777,0.248094,0.00967,1140068,50742,0.270827,0.01937,101537,8498,0.213598,0.017412,318919,29178,0.239731,0.017245,67363,5473,0.214494,0.016744,478324,42170,0.245483,0.009009,1801806,75269,0.359434,0.020214,243523,17079,0.31921,0.020847,76824,6110,0.286725,0.016622,770458,52702,0.370634,0.019328,834985,54911,0.175185,0.014425,131703,11930,0.251053,0.0167,512668,39242,0.243265,0.017258,45118,3682
Dec 1998,computerAtHome,"Anyone in Household Uses a Desktop, Laptop, or Tablet at Home",isHouseholder,0.422915,0.002504,44057066,277237,0.343253,0.018854,579562,39108,0.629153,0.02141,140056,7732,0.448534,0.018512,791410,43728,0.299271,0.017701,308365,21584,0.47596,0.008487,5623281,136426,0.55445,0.018508,872056,43221,0.436622,0.022353,547759,36847,0.407303,0.022059,119033,8362,0.413547,0.021689,97212,6602,0.396387,0.010024,2397104,76756,0.360531,0.017044,1064222,62294,0.439508,0.024353,183482,13497,0.500434,0.019832,222989,12397,0.427555,0.01162,1927828,67837,0.434908,0.019595,1016637,60829,0.414171,0.019254,481164,29125,0.440435,0.019997,465942,27402,0.362789,0.018669,580581,37255,0.319888,0.018753,514101,36221,0.436871,0.021072,226925,14580,0.46484,0.021961,979966,63485,0.435711,0.014462,1048676,45937,0.439879,0.012539,1669265,62579,0.476404,0.018929,888574,48472,0.261922,0.018793,284812,23685,0.417788,0.02084,920238,59439,0.411049,0.018748,145437,8599,0.433352,0.019815,285453,17360,0.41829,0.019999,279169,17426,0.544065,0.021952,246559,14652,0.481366,0.013373,1413587,53888,0.424637,0.01954,277238,16546,0.373692,0.008868,2610803,76981,0.351829,0.013454,1040229,48889,0.407012,0.019313,101070,6198,0.407748,0.012004,1831455,68679,0.381968,0.01802,499804,29874,0.512407,0.020519,672909,38279,0.392478,0.010994,1803556,63854,0.409985,0.021415,153709,10435,0.355303,0.020427,530496,37684,0.417787,0.020241,117396,7184,0.376648,0.019686,839927,55645,0.409997,0.010366,3009316,97123,0.601081,0.020609,407244,22082,0.48797,0.022196,117439,7478,0.472524,0.018371,1269719,67301,0.565402,0.019814,1273771,67239,0.284052,0.017065,213548,15117,0.430223,0.019106,878548,51102,0.471463,0.019992,87441,5095
Dec 1998,noInternetAtHome,No One in Household Uses Internet at Home,isHouseholder,0.736363,0.002232,76710385,289487,0.783967,0.016438,1323680,59087,0.5558,0.02188,123727,7396,0.699623,0.017049,1234442,54731,0.851636,0.013665,877514,37011,0.691869,0.007849,8174162,162657,0.653309,0.01766,1027545,47200,0.683057,0.020876,856921,47036,0.748075,0.019527,218623,11288,0.757712,0.018779,178114,9029,0.719687,0.009179,4352229,104007,0.758407,0.015105,2238677,91630,0.698168,0.022537,291466,17092,0.72602,0.017668,323508,14998,0.734918,0.010302,3313713,90429,0.739161,0.017378,1727855,78945,0.78243,0.016113,908991,39979,0.741377,0.01735,784311,37255,0.784508,0.015852,1255470,55006,0.814743,0.015483,1309399,58739,0.739503,0.018748,384122,18821,0.689259,0.020489,1453082,76312,0.716316,0.013134,1724039,59026,0.746325,0.010913,2832179,82398,0.709664,0.017205,1323646,59271,0.863752,0.014635,939238,43256,0.757096,0.018009,1667613,81308,0.783577,0.015725,277244,11872,0.765398,0.017056,504174,22819,0.732423,0.017923,488824,23091,0.626083,0.021275,283728,15790,0.686524,0.012378,2016054,64678,0.74224,0.01717,484596,22369,0.761518,0.00778,5320356,109863,0.798244,0.011188,2360115,74402,0.792584,0.015914,196816,8660,0.75413,0.010336,3387273,95621,0.790369,0.015163,1034196,42856,0.673464,0.019259,884416,44019,0.751906,0.00967,3455237,89069,0.729173,0.01937,273377,13869,0.786402,0.017412,1174162,56725,0.760269,0.017245,213631,10269,0.785506,0.016744,1751681,79544,0.754517,0.009009,5538039,133291,0.640566,0.020214,433996,22750,0.68079,0.020847,163845,8726,0.713275,0.016622,1916640,83214,0.629366,0.019328,1417872,70886,0.824815,0.014425,620090,25709,0.748947,0.0167,1529406,68181,0.756735,0.017258,140350,6414
Dec 1998,isAdult,Person Ages 15+,isPerson,0.813169,0.001447,210165897,523422,0.841284,0.010615,3494835,67885,0.778192,0.012745,441394,8699,0.792676,0.010814,3576501,68507,0.819927,0.011153,1981041,37786,0.801353,0.004895,25142764,227030,0.804767,0.011087,3100085,52871,0.817549,0.013962,2566944,56369,0.806015,0.012574,588661,12559,0.821459,0.015951,409543,11254,0.840531,0.005765,11857960,114114,0.795848,0.010396,5900221,97256,0.807544,0.014246,900430,25083,0.757965,0.011656,942869,19270,0.80637,0.007051,9166060,106111,0.82382,0.010256,4598495,82579,0.804963,0.011844,2212140,37735,0.795818,0.011338,2012501,38291,0.810473,0.011061,3138466,54944,0.817384,0.011136,3374122,72065,0.835333,0.011563,1001387,20107,0.856333,0.010735,4015691,84332,0.817419,0.008514,4854746,70599,0.813737,0.007271,7687868,88835,0.80058,0.011382,3646186,67112,0.804195,0.011514,2116491,44190,0.829777,0.011736,4157449,81930,0.809411,0.0109,695668,12633,0.800494,0.011365,1274054,23729,0.791061,0.012372,1373124,29076,0.799512,0.012813,939901,20299,0.820122,0.007324,6372230,84667,0.780071,0.011834,1347218,26631,0.814714,0.005391,14206313,138455,0.824498,0.007916,5834633,80579,0.803624,0.012526,491652,8778,0.81326,0.007089,8747798,103618,0.812199,0.010551,2556559,42831,0.800438,0.011771,2635333,48957,0.824784,0.006789,9453117,104645,0.824516,0.012135,765502,16281,0.827257,0.01127,2992540,62716,0.8018,0.011419,567524,11396,0.833442,0.011465,4346530,84933,0.79451,0.005939,15049194,149792,0.77889,0.011285,1542949,31755,0.825036,0.011887,469524,11072,0.812642,0.010516,5266649,94366,0.821332,0.011082,4478473,87213,0.850362,0.009662,1476572,25829,0.825001,0.010764,4023980,72756,0.781794,0.011704,374011,6609
Dec 1998,internetUser,Uses the Internet (Any Location),isPerson,0.328085,0.002142,84794538,597617,0.27975,0.016393,1162127,72849,0.504129,0.019471,285944,12260,0.350225,0.016278,1580193,78174,0.240264,0.015053,580507,38910,0.323901,0.007133,10162525,230738,0.414809,0.016853,1597906,72494,0.353794,0.019595,1110844,68407,0.345374,0.019684,252238,15687,0.362609,0.021165,180781,10818,0.320093,0.008976,4515772,137562,0.287025,0.014354,2127930,110945,0.31015,0.019764,345824,23365,0.374735,0.016479,466151,23562,0.326826,0.010043,3715059,123095,0.331357,0.016602,1849606,101859,0.362507,0.017389,996217,55690,0.367849,0.0169,930234,47824,0.289581,0.015514,1121371,67066,0.240611,0.015983,993231,67917,0.361461,0.018446,433315,26408,0.399613,0.019549,1873947,101825,0.357976,0.012991,2126062,87193,0.335999,0.010409,3174389,109436,0.414765,0.016281,1889017,85128,0.170138,0.014604,447772,39467,0.354367,0.018096,1775491,102540,0.350016,0.01659,300830,15924,0.358669,0.017286,570852,30788,0.267476,0.016483,464284,29911,0.442464,0.020379,520158,29329,0.351206,0.011677,2728823,99435,0.350287,0.016829,604962,32002,0.296818,0.007669,5175675,142984,0.266083,0.011442,1882960,85481,0.34254,0.016481,209564,11585,0.338229,0.010515,3638150,126719,0.288147,0.01539,907001,52337,0.411956,0.018817,1356308,69481,0.317799,0.009744,3642396,123292,0.383434,0.019421,355990,21650,0.270677,0.017487,979153,66686,0.363205,0.017318,257081,14119,0.317154,0.016994,1654008,99140,0.293067,0.008291,5551124,161615,0.410264,0.017339,812717,39014,0.426527,0.020166,242734,14530,0.362244,0.01622,2347670,118374,0.457494,0.017656,2494576,111747,0.274432,0.015115,476524,29573,0.35586,0.015909,1735721,85781,0.398877,0.017313,190823,9677
Dec 1998,homeInternetUser,Uses the Internet at Home,isPerson,0.22326,0.002091,57702119,563824,0.193049,0.016014,801956,69455,0.388049,0.021056,220103,12579,0.234694,0.015539,1058925,71819,0.133186,0.013429,321793,33336,0.234702,0.006988,7363861,222127,0.294018,0.016977,1132601,70153,0.265595,0.019207,833917,64998,0.232257,0.01956,169625,15106,0.18563,0.01791,92547,9015,0.241329,0.008839,3404598,130864,0.194898,0.013746,1444929,103724,0.216083,0.018663,240937,21314,0.231025,0.016404,287383,21786,0.220516,0.009732,2506622,115261,0.224797,0.016235,1254796,96259,0.219213,0.017172,602424,50487,0.232739,0.017114,588562,45542,0.179861,0.01501,696493,61397,0.15399,0.014671,635665,61535,0.246285,0.01911,295243,25018,0.281212,0.019887,1318719,100897,0.26145,0.013302,1552784,85761,0.223048,0.01031,2107275,103492,0.269913,0.016652,1229297,81498,0.106414,0.012863,280062,34085,0.220759,0.017619,1106074,92020,0.195719,0.01603,168215,14499,0.210788,0.016743,335487,28076,0.204401,0.015954,354799,28409,0.343416,0.021356,403717,28474,0.262828,0.011652,2042138,96378,0.21693,0.016026,374648,28761,0.201413,0.007416,3512071,134655,0.174395,0.010776,1234118,79081,0.187382,0.015674,114639,10163,0.219639,0.010158,2362539,115524,0.174113,0.014347,548056,46820,0.282495,0.018786,930076,65150,0.222275,0.009517,2547569,116125,0.260655,0.019936,241998,20357,0.176973,0.015905,640187,59229,0.222449,0.016964,157452,12737,0.200001,0.016953,1043035,93409,0.189282,0.007844,3585276,149616,0.286273,0.01792,567096,37765,0.285555,0.021732,162508,14123,0.250509,0.016285,1623523,114120,0.32829,0.018442,1790066,110026,0.164304,0.014437,285298,26519,0.211235,0.015176,1030306,77142,0.209259,0.016686,100110,8436
Dec 1998,schoolInternetUser,Uses the Internet at School,isPerson,0.055059,0.000947,14230181,253338,0.039007,0.005963,162041,25147,0.084881,0.009723,48145,5811,0.070837,0.008866,319613,41660,0.05219,0.00706,126097,17639,0.046002,0.002913,1443342,94209,0.071145,0.008187,274062,33079,0.039772,0.00695,124876,22183,0.063428,0.00819,46324,6193,0.051448,0.009138,25650,4624,0.037073,0.003484,523016,50428,0.034231,0.00495,253782,37576,0.062319,0.009979,69488,11510,0.06303,0.007364,78406,9590,0.055911,0.004444,635542,52557,0.057248,0.007354,319552,42239,0.095782,0.009342,263222,27606,0.086211,0.008616,218014,22790,0.058591,0.006815,226889,27468,0.055883,0.007365,230682,30890,0.093843,0.009784,112498,12754,0.036152,0.006366,169531,30090,0.05191,0.005273,308298,32421,0.058383,0.004845,551580,47634,0.077031,0.008047,350830,38706,0.029581,0.006299,77851,16944,0.084531,0.010742,423527,57209,0.078182,0.008405,67195,7562,0.08778,0.00937,139710,15704,0.024762,0.005761,42982,10132,0.061939,0.008571,72815,10617,0.045213,0.004598,351301,36853,0.078447,0.008661,135482,15734,0.047919,0.003196,835573,57641,0.05588,0.005376,395443,39111,0.099707,0.009385,61000,6154,0.058683,0.004936,631226,55210,0.05871,0.007062,184803,22945,0.062189,0.007892,204748,27099,0.053786,0.004287,616458,50658,0.071114,0.009452,66024,9228,0.043465,0.007649,157233,28336,0.094098,0.009867,66604,7428,0.071327,0.008801,371982,48087,0.051999,0.003788,984934,73915,0.063427,0.008249,125646,16859,0.086393,0.010101,49166,6159,0.050506,0.006715,327322,44815,0.072584,0.009073,395780,51736,0.064268,0.007037,111596,12945,0.081978,0.008652,399854,44410,0.109633,0.010265,52449,5238
Dec 1998,workInternetUser,Uses the Internet at Work,isPerson,0.095881,0.001053,24780653,268255,0.084021,0.00786,349039,32555,0.133062,0.010098,75473,5557,0.09684,0.007559,436936,33342,0.077714,0.007234,187765,17790,0.097007,0.003512,3043617,106415,0.132593,0.008859,510768,33589,0.1019,0.00967,319945,29800,0.097155,0.009074,70955,6484,0.20612,0.015611,102762,7492,0.078802,0.003967,1111718,55721,0.094149,0.00723,697995,52745,0.07564,0.009014,84340,9843,0.105424,0.007755,131142,9493,0.104473,0.004999,1187547,55198,0.086385,0.008103,482196,45238,0.084985,0.008024,233550,22277,0.094322,0.008157,238525,20387,0.077399,0.007267,299719,27909,0.065018,0.007087,268391,29038,0.07466,0.007724,89501,9371,0.181046,0.01277,848997,60523,0.09727,0.006014,577696,35136,0.089357,0.004976,844212,46737,0.131094,0.008869,597058,39778,0.046966,0.006859,123605,18023,0.097781,0.008832,489916,44137,0.106589,0.008554,91610,7415,0.098173,0.008844,156251,13834,0.058192,0.006425,101010,10985,0.108245,0.009285,127252,11004,0.096545,0.005442,750143,41692,0.108362,0.008197,187146,13870,0.077762,0.003441,1355945,58740,0.07376,0.005221,521969,36676,0.105799,0.008643,64727,5360,0.093519,0.005076,1005934,54848,0.088247,0.007317,277774,22669,0.115716,0.009566,380979,31441,0.087852,0.004384,1006897,49827,0.095087,0.008719,88282,8079,0.071467,0.007826,258525,27882,0.079707,0.007368,56418,5293,0.091531,0.008139,477348,42485,0.097287,0.004317,1842767,79716,0.12116,0.009106,240014,17473,0.116489,0.009888,66293,5530,0.128316,0.008506,831601,54404,0.141366,0.010037,770823,53517,0.065702,0.006913,114086,12002,0.113447,0.008487,553342,41120,0.10482,0.008196,50146,3942
Dec 1998,libCommInternetUser,"Uses the Internet at a Public Place Like the Library, Community Center, Park",isPerson,0.014525,0.00048,3753934,124620,0.007718,0.002839,32063,11843,0.017128,0.004347,9715,2448,0.010342,0.003123,46661,14143,0.012199,0.003359,29475,8126,0.011057,0.001379,346926,43418,0.021551,0.004356,83020,16941,0.020362,0.006183,63934,19590,0.007382,0.002485,5391,1803,0.016238,0.004816,8096,2403,0.016154,0.002392,227897,33992,0.011908,0.003048,88283,22770,0.010513,0.003225,11722,3566,0.02442,0.005341,30378,6698,0.012464,0.001946,141681,22163,0.019372,0.004369,108131,24551,0.019265,0.004041,52942,11070,0.028957,0.005308,73228,13589,0.006891,0.002962,26683,11498,0.015787,0.003441,65167,14264,0.020052,0.0045,24038,5446,0.011287,0.003304,52927,15514,0.011663,0.002306,69268,13721,0.016575,0.002497,156598,23780,0.022444,0.004496,102221,20514,0.006205,0.002884,16329,7595,0.019551,0.005855,97959,29700,0.013073,0.003269,11236,2805,0.012654,0.003304,20140,5256,0.009598,0.003105,16660,5406,0.014005,0.003956,16464,4689,0.018514,0.002681,143850,20944,0.020875,0.005374,36052,9400,0.012903,0.001637,224991,28613,0.010785,0.002182,76324,15452,0.012878,0.003525,7879,2165,0.024559,0.00317,264167,34445,0.015117,0.003728,47584,11785,0.015838,0.00354,52146,11710,0.010594,0.001667,121425,19162,0.016464,0.004049,15286,3795,0.009724,0.003021,35176,10895,0.020071,0.004107,14206,2931,0.007818,0.002407,40770,12550,0.011963,0.001636,226596,31001,0.023554,0.005946,46659,11920,0.012573,0.004191,7155,2382,0.013745,0.003279,89079,21361,0.022333,0.004363,121777,23719,0.012444,0.003607,21609,6305,0.022687,0.005449,110657,26815,0.03201,0.006091,15314,2943
Dec 1998,homeEverOnline,Household Used to Go Online from Home,noInternetAtHome,0.053695,0.001354,4118937,104634,0.039648,0.008757,52481,11824,0.083905,0.016463,10381,2125,0.059778,0.01072,73793,13655,0.023336,0.006468,20478,5743,0.068659,0.00529,561232,44795,0.097343,0.013687,100025,14794,0.050298,0.011964,43101,10514,0.053051,0.011916,11598,2680,0.079042,0.014142,14078,2631,0.053816,0.005508,234221,24617,0.072465,0.010902,162227,25370,0.044046,0.011688,12838,3478,0.096136,0.013894,31101,4732,0.047706,0.006013,158083,20421,0.044647,0.009675,77144,17115,0.039716,0.008965,36101,8327,0.062683,0.011041,49163,8909,0.053278,0.010058,66889,12986,0.041504,0.008828,54346,11794,0.053167,0.011149,20423,4402,0.0512,0.011889,74398,17753,0.054233,0.007806,93500,13828,0.063466,0.007147,179746,20886,0.059431,0.011031,78666,15084,0.024523,0.006773,23033,6430,0.050742,0.010688,84618,18283,0.053461,0.009731,14822,2773,0.036503,0.008741,18404,4493,0.04926,0.010164,24079,5091,0.057027,0.013141,16180,3842,0.033451,0.005864,67439,12023,0.064342,0.011174,31180,5588,0.051939,0.004757,276334,25972,0.042934,0.006453,101329,15559,0.04628,0.009536,9109,1924,0.049338,0.006157,167120,21364,0.062305,0.010147,64435,10837,0.090547,0.014177,80081,13124,0.038244,0.004995,132142,17580,0.043147,0.010374,11795,2899,0.024495,0.007753,28762,9223,0.029386,0.008038,6278,1742,0.043425,0.009236,76066,16531,0.051828,0.00536,287027,30422,0.0729,0.013651,31638,6150,0.040696,0.010779,6668,1804,0.05071,0.009474,97192,18619,0.10546,0.01549,149529,23222,0.02992,0.006986,18553,4395,0.046226,0.009309,70698,14566,0.059944,0.011232,8413,1629
Aug 2000,isHouseholder,Household Reference Person in Universe: Non-Institutional,,1,0,107388899,239950,1,0,1732943,65429,1,0,225346,10063,1,0,1948890,73384,1,0,1093615,42625,1,0,11850456,195384,1,0,1706839,64493,1,0,1299028,58480,1,0,296366,13519,1,0,272477,12187,1,0,6526431,131950,1,0,3140858,114031,1,0,395892,19681,1,0,487044,18647,1,0,4663026,106924,1,0,2414078,96524,1,0,1156410,45591,1,0,1031261,41164,1,0,1622296,64619,1,0,1678975,67312,1,0,517587,22331,1,0,2094273,91527,1,0,2506719,74583,1,0,3749479,95076,1,0,1866924,70902,1,0,1076795,46985,1,0,2203669,91693,1,0,363911,13844,1,0,667372,25534,1,0,746113,29287,1,0,487690,22305,1,0,3199649,87352,1,0,677034,26710,1,0,7180295,128273,1,0,3219741,91951,1,0,256525,9902,1,0,4415353,105933,1,0,1372670,51080,1,0,1302957,54474,1,0,4883789,110072,1,0,436117,19128,1,0,1576367,69900,1,0,299048,11682,1,0,2274126,89345,1,0,7360649,153787,1,0,736134,30696,1,0,245923,11586,1,0,2764848,99382,1,0,2344227,94541,1,0,741151,28266,1,0,2080330,78780,1,0,199209,7798
Aug 2000,isPerson,Person in Universe: Ages 3+ Not Active-Duty Military,,1,0,265744498,776889,1,0,4320099,85220,1,0,572524,14466,1,0,4941330,112982,1,0,2466007,61172,1,0,32132756,327381,1,0,4146506,91990,1,0,3240678,82637,1,0,740603,18310,1,0,518435,14665,1,0,15117452,170610,1,0,7517833,154207,1,0,1137384,36797,1,0,1229345,28383,1,0,11687062,153622,1,0,5734280,119851,1,0,2774899,54873,1,0,2515443,55264,1,0,3749930,81824,1,0,4186138,103821,1,0,1245869,29663,1,0,4981522,119308,1,0,5956258,103976,1,0,9492633,142710,1,0,4872664,107765,1,0,2632414,71602,1,0,5369040,122003,1,0,871921,18354,1,0,1650669,35615,1,0,2012766,50470,1,0,1173295,28731,1,0,8000983,132665,1,0,1765121,42415,1,0,18001877,196572,1,0,7294829,110031,1,0,611691,13698,1,0,10828858,149754,1,0,3286211,68497,1,0,3258077,75277,1,0,11562426,144798,1,0,969784,24319,1,0,3687362,79796,1,0,702589,15410,1,0,5334871,115259,1,0,19421029,252139,1,0,1991877,45653,1,0,570655,15618,1,0,6665500,135966,1,0,5553504,125922,1,0,1710778,34580,1,0,5062244,104877,1,0,476476,10341
Aug 2000,dialUpAtHome,Dial-up Internet Service Used at Home,internetAtHome,0.893265,0.002435,39756065,175648,0.943934,0.014333,579367,37990,0.914252,0.015683,113737,6800,0.864337,0.019823,719413,44896,0.921307,0.01948,272864,20843,0.86925,0.008504,4798092,124557,0.890764,0.016344,788900,43841,0.919868,0.016946,609434,39672,0.889905,0.020288,132801,9024,0.899834,0.02078,97046,7353,0.876294,0.010255,2477226,80735,0.916866,0.016503,1096335,67352,0.834711,0.027682,144784,11646,0.943602,0.013887,193477,11626,0.940263,0.008263,1753167,64940,0.91403,0.016678,873619,56014,0.899539,0.019191,404499,26855,0.902848,0.018002,411084,26063,0.889427,0.021065,529122,36461,0.89311,0.022174,462226,35259,0.871705,0.023489,190761,13519,0.895958,0.019544,818350,57197,0.84911,0.015948,964945,46145,0.88211,0.012451,1390536,56758,0.894775,0.017877,717317,43579,0.828292,0.029766,239840,22534,0.880419,0.020454,826959,56794,0.949067,0.013221,140241,8632,0.88254,0.020297,222196,14640,0.877546,0.020144,266061,17402,0.890683,0.018847,241826,15608,0.875258,0.01337,1332708,57352,0.893625,0.020569,215784,14657,0.882771,0.009305,2521666,76130,0.901426,0.014306,1034936,51699,0.9415,0.014831,91002,5914,0.906615,0.010563,1628584,64165,0.834156,0.02329,392292,27186,0.931183,0.015116,615768,37113,0.928669,0.009029,1812482,66854,0.849145,0.024835,143869,10906,0.890475,0.025144,452322,37079,0.924765,0.016787,104369,6923,0.868993,0.021764,721687,50140,0.883446,0.011409,2481330,89034,0.910033,0.017415,324344,20248,0.949443,0.015113,108872,7671,0.936972,0.012874,1157965,64034,0.891513,0.017825,1035518,62581,0.903666,0.019209,228372,15610,0.938952,0.014069,791154,48400,0.965841,0.010744,84820,5068
